State           Win Chance      Roll 2          Roll 3          Roll 4          Roll 5          Roll 6          Roll 7          Roll 8          Roll 9          Roll 10         Roll 11         Roll 12        
100000001101    0.00161         None            [3]             [1, 3]          [1, 4]          None            [3, 4]          None            None            None            None            [12]           
100000001110    0.00369         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            None            None            None            [12]           
100000001111    0.00470         [2]             [1, 2]          [1, 3]          [1, 4]          [2, 4]          [3, 4]          None            None            None            None            [12]           
100000010000    0.00617         None            None            None            [5]             None            None            None            None            None            None            [12]           
100000010001    0.00772         None            None            None            [5]             [1, 5]          None            None            None            None            None            [12]           
100000010010    0.00977         [2]             None            None            [5]             None            [2, 5]          None            None            None            None            [12]           
100000010011    0.00167         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          None            None            None            None            [12]           
100000010100    0.00874         None            [3]             None            [5]             None            None            [3, 5]          None            None            None            [12]           
100000010101    0.00283         None            [3]             [1, 3]          [5]             [1, 5]          None            [3, 5]          None            None            None            [12]           
100000010110    0.00333         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          None            None            None            [12]           
100000010111    0.00646         [2]             [1, 2]          [1, 3]          [2, 3]          [1, 5]          [2, 5]          [3, 5]          None            None            None            [12]           
100000011000    0.00772         None            None            [4]             [5]             None            None            None            [4, 5]          None            None            [12]           
100000011001    0.00296         None            None            [4]             [1, 4]          [1, 5]          None            None            [4, 5]          None            None            [12]           
100000011010    0.00557         [2]             None            [4]             [5]             [2, 4]          [2, 5]          None            [4, 5]          None            None            [12]           
100000011011    0.00628         [2]             [1, 2]          [4]             [1, 4]          [1, 5]          [2, 5]          None            [4, 5]          None            None            [12]           
100000011100    0.00639         None            [3]             [4]             [5]             None            [3, 4]          [3, 5]          [4, 5]          None            None            [12]           
100000011101    0.00866         None            [3]             [1, 3]          [1, 4]          [1, 5]          [3, 4]          [3, 5]          [4, 5]          None            None            [12]           
100000011110    0.00930         [2]             [3]             [4]             [2, 3]          [2, 4]          [2, 5]          [3, 5]          [4, 5]          None            None            [12]           
100000011111    0.00359         [2]             [1, 2]          [4]             [5]             [1, 5]          [3, 4]          [3, 5]          [4, 5]          None            None            [12]           
100000100000    0.00772         None            None            None            None            [6]             None            None            None            None            None            [12]           
100000100001    0.00926         None            None            None            None            [6]             [1, 6]          None            None            None            None            [12]           
100000100010    0.00836         [2]             None            None            None            [6]             None            [2, 6]          None            None            None            [12]           
100000100011    0.00206         [2]             [1, 2]          None            None            [6]             [1, 6]          [2, 6]          None            None            None            [12]           
100000100100    0.00746         None            [3]             None            None            [6]             None            None            [3, 6]          None            None            [12]           
100000100101    0.00347         None            [3]             [1, 3]          None            [6]             [1, 6]          None            [3, 6]          None            None            [12]           
100000100110    0.00452         [2]             [3]             None            [2, 3]          [6]             None            [2, 6]          [3, 6]          None            None            [12]           
100000100111    0.00652         [2]             [1, 2]          [1, 3]          [2, 3]          [6]             [1, 6]          [2, 6]          [3, 6]          None            None            [12]           
100000101000    0.00656         None            None            [4]             None            [6]             None            None            None            [4, 6]          None            [12]           
100000101001    0.00489         None            None            [4]             [1, 4]          [6]             [1, 6]          None            None            [4, 6]          None            [12]           
100000101010    0.00414         [2]             None            [4]             None            [6]             None            [2, 6]          None            [4, 6]          None            [12]           
100000101011    0.00794         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 6]          [2, 6]          None            [4, 6]          None            [12]           
100000101100    0.00660         None            [3]             [4]             None            [6]             [3, 4]          None            [3, 6]          [4, 6]          None            [12]           
100000101101    0.00677         None            [3]             [1, 3]          [1, 4]          [6]             [1, 6]          None            [3, 6]          [4, 6]          None            [12]           
100000101110    0.00992         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [2, 6]          [3, 6]          [4, 6]          None            [12]           
100000101111    0.00452         [2]             [3]             [4]             [2, 3]          [6]             [1, 6]          [2, 6]          [3, 6]          [4, 6]          None            [12]           
100000110000    0.00566         None            None            None            [5]             [6]             None            None            None            None            [5, 6]          [12]           
100000110001    0.00469         None            None            None            [5]             [1, 5]          [1, 6]          None            None            None            [5, 6]          [12]           
100000110010    0.00697         [2]             None            None            [5]             [6]             [2, 5]          [2, 6]          None            None            [5, 6]          [12]           
100000110011    0.00695         [2]             [1, 2]          None            [5]             [1, 5]          [1, 6]          [2, 6]          None            None            [5, 6]          [12]           
100000110100    0.00636         None            [3]             None            [5]             [6]             None            [3, 5]          [3, 6]          None            [5, 6]          [12]           
100000110101    0.00882         None            [3]             [1, 3]          [5]             [1, 5]          [1, 6]          [3, 5]          [3, 6]          None            [5, 6]          [12]           
100000110110    0.00804         [2]             [3]             None            [2, 3]          [6]             [2, 5]          [2, 6]          [3, 6]          None            [5, 6]          [12]           
100000110111    0.00535         [2]             [3]             [1, 3]          [5]             [6]             [2, 5]          [2, 6]          [3, 6]          None            [5, 6]          [12]           
100000111000    0.00574         None            None            [4]             [5]             [6]             None            None            [4, 5]          [4, 6]          [5, 6]          [12]           
100000111001    0.00765         None            None            [4]             [1, 4]          [1, 5]          [1, 6]          None            [4, 5]          [4, 6]          [5, 6]          [12]           
100000111010    0.00914         [2]             None            [4]             [5]             [2, 4]          [2, 5]          [2, 6]          [4, 5]          [4, 6]          [5, 6]          [12]           
100000111011    0.00616         [2]             [1, 2]          [4]             [5]             [6]             [1, 6]          [2, 6]          [4, 5]          [4, 6]          [5, 6]          [12]           
100000111100    0.00911         None            [3]             [4]             [5]             [6]             [3, 4]          [3, 5]          [3, 6]          [4, 6]          [5, 6]          [12]           
100000111101    0.00738         None            [3]             [4]             [5]             [6]             [1, 6]          [3, 5]          [4, 5]          [4, 6]          [5, 6]          [12]           
100000111110    0.00921         [2]             [3]             [4]             [5]             [6]             [3, 4]          [2, 6]          [3, 6]          [4, 6]          [5, 6]          [12]           
100000111111    0.01055         [2]             [1, 2]          [1, 3]          [1, 4]          [1, 5]          [1, 6]          [2, 6]          [4, 5]          [4, 6]          [5, 6]          [12]           
100001000000    0.00926         None            None            None            None            None            [7]             None            None            None            None            [12]           
100001000001    0.00772         None            None            None            None            None            [7]             [1, 7]          None            None            None            [12]           
100001000010    0.00694         [2]             None            None            None            None            [7]             None            [2, 7]          None            None            [12]           
100001000011    0.00219         [2]             [1, 2]          None            None            None            [7]             [1, 7]          [2, 7]          None            None            [12]           
100001000100    0.00617         None            [3]             None            None            None            [7]             None            None            [3, 7]          None            [12]           
100001000101    0.00360         None            [3]             [1, 3]          None            None            [7]             [1, 7]          None            [3, 7]          None            [12]           
100001000110    0.00467         [2]             [3]             None            [2, 3]          None            [7]             None            [2, 7]          [3, 7]          None            [12]           
100001000111    0.00541         [2]             [1, 2]          [1, 3]          [2, 3]          None            [7]             [1, 7]          [2, 7]          [3, 7]          None            [12]           
100001001000    0.00540         None            None            [4]             None            None            [7]             None            None            None            [4, 7]          [12]           
100001001001    0.00502         None            None            [4]             [1, 4]          None            [7]             [1, 7]          None            None            [4, 7]          [12]           
100001001010    0.00592         [2]             None            [4]             None            [2, 4]          [7]             None            [2, 7]          None            [4, 7]          [12]           
100001001011    0.00686         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [1, 7]          [2, 7]          None            [4, 7]          [12]           
100001001100    0.00450         None            [3]             [4]             None            None            [7]             None            None            [3, 7]          [4, 7]          [12]           
100001001101    0.00717         None            [3]             [1, 3]          [1, 4]          None            [3, 4]          [1, 7]          None            [3, 7]          [4, 7]          [12]           
100001001110    0.00814         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          None            [2, 7]          [3, 7]          [4, 7]          [12]           
100001001111    0.00498         [2]             [3]             [1, 3]          [2, 3]          [2, 4]          [7]             [1, 7]          [2, 7]          [3, 7]          [4, 7]          [12]           
100001010000    0.00386         None            None            None            [5]             None            [7]             None            None            None            None            [12]           
100001010001    0.00643         None            None            None            [5]             [1, 5]          [7]             [1, 7]          None            None            None            [12]           
100001010010    0.00478         [2]             None            None            [5]             None            [7]             None            [2, 7]          None            None            [12]           
100001010011    0.00759         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [1, 7]          [2, 7]          None            None            [12]           
100001010100    0.00622         None            [3]             None            [5]             None            [7]             [3, 5]          None            [3, 7]          None            [12]           
100001010101    0.00619         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [1, 7]          None            [3, 7]          None            [12]           
100001010110    0.00697         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          [2, 7]          [3, 7]          None            [12]           
100001010111    0.00579         [2]             [3]             [1, 3]          [2, 3]          [1, 5]          [7]             [1, 7]          [2, 7]          [3, 7]          None            [12]           
100001011000    0.00534         None            None            [4]             [5]             None            [7]             None            [4, 5]          None            [4, 7]          [12]           
100001011001    0.00679         None            None            [4]             [5]             [1, 5]          [7]             [1, 7]          [4, 5]          None            [4, 7]          [12]           
100001011010    0.00588         [2]             None            [4]             [5]             [2, 4]          [7]             None            [2, 7]          None            [4, 7]          [12]           
100001011011    0.00667         [2]             [1, 2]          [4]             [5]             [2, 4]          [7]             [1, 7]          [2, 7]          None            [4, 7]          [12]           
100001011100    0.00703         None            [3]             [4]             [5]             None            [7]             [3, 5]          [4, 5]          [3, 7]          [4, 7]          [12]           
100001011101    0.00723         None            [3]             [4]             [5]             [1, 5]          [7]             [1, 7]          [4, 5]          [3, 7]          [4, 7]          [12]           
100001011110    0.00876         [2]             [3]             [4]             [5]             [2, 4]          [7]             [3, 5]          [2, 7]          [3, 7]          [4, 7]          [12]           
100001011111    0.00978         [2]             [1, 2]          [1, 3]          [1, 4]          [1, 5]          [3, 4]          [1, 7]          [2, 7]          [3, 7]          [4, 7]          [12]           
100001100000    0.00386         None            None            None            None            [6]             [7]             None            None            None            None            [12]           
100001100001    0.00553         None            None            None            None            [6]             [1, 6]          [1, 7]          None            None            None            [12]           
100001100010    0.00686         [2]             None            None            None            [6]             [7]             [2, 6]          [2, 7]          None            None            [12]           
100001100011    0.00588         [2]             [1, 2]          None            None            [6]             [1, 6]          [1, 7]          [2, 7]          None            None            [12]           
100001100100    0.00587         None            [3]             None            None            [6]             [7]             None            [3, 6]          [3, 7]          None            [12]           
100001100101    0.00697         None            [3]             [1, 3]          None            [6]             [1, 6]          [1, 7]          [3, 6]          [3, 7]          None            [12]           
100001100110    0.00666         [2]             [3]             None            [2, 3]          [6]             [7]             [2, 6]          [2, 7]          [3, 7]          None            [12]           
100001100111    0.00628         [2]             [3]             [1, 3]          [2, 3]          [6]             [7]             [1, 7]          [2, 7]          [3, 7]          None            [12]           
100001101000    0.00489         None            None            [4]             None            [6]             [7]             None            None            [4, 6]          [4, 7]          [12]           
100001101001    0.00646         None            None            [4]             [1, 4]          [6]             [1, 6]          [1, 7]          None            [4, 6]          [4, 7]          [12]           
100001101010    0.00662         [2]             None            [4]             None            [6]             [7]             [2, 6]          [2, 7]          [4, 6]          [4, 7]          [12]           
100001101011    0.00730         [2]             [1, 2]          [4]             [1, 4]          [6]             [7]             [2, 6]          [2, 7]          [4, 6]          [4, 7]          [12]           
100001101100    0.00555         None            [3]             [4]             None            [6]             [7]             None            [3, 6]          [3, 7]          [4, 7]          [12]           
100001101101    0.00765         None            [3]             [4]             [1, 4]          [6]             [7]             [1, 7]          [3, 6]          [3, 7]          [4, 7]          [12]           
100001101110    0.00841         [2]             [3]             [4]             [2, 3]          [6]             [7]             [2, 6]          [2, 7]          [4, 6]          [4, 7]          [12]           
100001101111    0.00965         [2]             [3]             [1, 3]          [1, 4]          [2, 4]          [1, 6]          [1, 7]          [3, 6]          [3, 7]          [4, 7]          [12]           
100001110000    0.00358         None            None            None            [5]             [6]             [7]             None            None            None            [5, 6]          [12]           
100001110001    0.00498         None            None            None            [5]             [6]             [7]             [1, 7]          None            None            [5, 6]          [12]           
100001110010    0.00594         [2]             None            None            [5]             [6]             [7]             [2, 6]          [2, 7]          None            [5, 6]          [12]           
100001110011    0.00640         [2]             [1, 2]          None            [5]             [6]             [7]             [1, 7]          [2, 7]          None            [5, 6]          [12]           
100001110100    0.00629         None            [3]             None            [5]             [6]             [7]             [3, 5]          [3, 6]          [3, 7]          [5, 6]          [12]           
100001110101    0.00777         None            [3]             [1, 3]          [5]             [6]             [7]             [1, 7]          [3, 6]          [3, 7]          [5, 6]          [12]           
100001110110    0.00799         [2]             [3]             None            [5]             [6]             [7]             [3, 5]          [2, 7]          [3, 7]          [5, 6]          [12]           
100001110111    0.00893         [2]             [3]             [1, 3]          [5]             [1, 5]          [1, 6]          [1, 7]          [2, 7]          [3, 7]          [5, 6]          [12]           
100001111000    0.00493         None            None            [4]             [5]             [6]             [7]             None            [4, 5]          [4, 6]          [4, 7]          [12]           
100001111001    0.00738         None            None            [4]             [5]             [6]             [7]             [1, 7]          [4, 5]          [4, 6]          [5, 6]          [12]           
100001111010    0.00789         [2]             None            [4]             [5]             [6]             [7]             [2, 6]          [4, 5]          [4, 6]          [4, 7]          [12]           
100001111011    0.00906         [2]             [1, 2]          [4]             [5]             [6]             [2, 5]          [1, 7]          [2, 7]          [4, 6]          [4, 7]          [12]           
100001111100    0.00799         None            [3]             [4]             [5]             [6]             [7]             [3, 5]          [4, 5]          [4, 6]          [4, 7]          [12]           
100001111101    0.00939         None            [3]             [4]             [5]             [6]             [7]             [1, 7]          [4, 5]          [3, 7]          [4, 7]          [12]           
100001111110    0.01047         [2]             [3]             [4]             [5]             [6]             [7]             [2, 6]          [2, 7]          [3, 7]          [5, 6]          [12]           
100001111111    0.01070         [2]             [3]             [4]             [5]             [6]             [7]             [1, 7]          [2, 7]          [3, 7]          [4, 7]          [12]           
100010000000    0.00772         None            None            None            None            None            None            [8]             None            None            None            [12]           
100010000001    0.00617         None            None            None            None            None            None            [8]             [1, 8]          None            None            [12]           
100010000010    0.00527         [2]             None            None            None            None            None            [8]             None            [2, 8]          None            [12]           
100010000011    0.00180         [2]             [1, 2]          None            None            None            None            [8]             [1, 8]          [2, 8]          None            [12]           
100010000100    0.00437         None            [3]             None            None            None            None            [8]             None            None            [3, 8]          [12]           
100010000101    0.00296         None            [3]             [1, 3]          None            None            None            [8]             [1, 8]          None            [3, 8]          [12]           
100010000110    0.00374         [2]             [3]             None            [2, 3]          None            None            [8]             None            [2, 8]          [3, 8]          [12]           
100010000111    0.00416         [2]             [1, 2]          [1, 3]          [2, 3]          None            None            [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100010001000    0.00270         None            None            [4]             None            None            None            [8]             None            None            None            [12]           
100010001001    0.00412         None            None            [4]             [1, 4]          None            None            [8]             [1, 8]          None            None            [12]           
100010001010    0.00465         [2]             None            [4]             None            [2, 4]          None            [8]             None            [2, 8]          None            [12]           
100010001011    0.00513         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          None            [8]             [1, 8]          [2, 8]          None            [12]           
100010001100    0.00519         None            [3]             [4]             None            None            [3, 4]          [8]             None            None            [3, 8]          [12]           
100010001101    0.00545         None            [3]             [4]             [1, 4]          None            [3, 4]          [8]             [1, 8]          None            [3, 8]          [12]           
100010001110    0.00628         [2]             [3]             [4]             [2, 3]          [2, 4]          [3, 4]          [8]             None            [2, 8]          [3, 8]          [12]           
100010001111    0.00435         [2]             [1, 2]          [1, 3]          [2, 3]          [2, 4]          [3, 4]          [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100010010000    0.00257         None            None            None            [5]             None            None            [8]             None            None            None            [12]           
100010010001    0.00527         None            None            None            [5]             [1, 5]          None            [8]             [1, 8]          None            None            [12]           
100010010010    0.00569         [2]             None            None            [5]             None            [2, 5]          [8]             None            [2, 8]          None            [12]           
100010010011    0.00617         [2]             [1, 2]          None            [5]             [1, 5]          [2, 5]          [8]             [1, 8]          [2, 8]          None            [12]           
100010010100    0.00321         None            [3]             None            [5]             None            None            [8]             None            None            [3, 8]          [12]           
100010010101    0.00536         None            [3]             [1, 3]          [5]             [1, 5]          None            [3, 5]          [1, 8]          None            [3, 8]          [12]           
100010010110    0.00512         [2]             [3]             None            [5]             None            [2, 5]          [3, 5]          None            [2, 8]          [3, 8]          [12]           
100010010111    0.00553         [2]             [3]             [1, 3]          [2, 3]          [1, 5]          [2, 5]          [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100010011000    0.00369         None            None            [4]             [5]             None            None            [8]             [4, 5]          None            None            [12]           
100010011001    0.00368         None            None            [4]             [5]             [1, 5]          None            [8]             [1, 8]          None            None            [12]           
100010011010    0.00559         [2]             None            [4]             [5]             [2, 4]          [2, 5]          [8]             [4, 5]          [2, 8]          None            [12]           
100010011011    0.00614         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [2, 5]          [8]             [1, 8]          [2, 8]          None            [12]           
100010011100    0.00460         None            [3]             [4]             [5]             None            [3, 4]          [8]             [4, 5]          None            [3, 8]          [12]           
100010011101    0.00657         None            [3]             [4]             [5]             [1, 5]          [3, 4]          [8]             [1, 8]          None            [3, 8]          [12]           
100010011110    0.00730         [2]             [3]             [4]             [5]             [2, 4]          [3, 4]          [8]             [4, 5]          [2, 8]          [3, 8]          [12]           
100010011111    0.00829         [2]             [3]             [1, 3]          [1, 4]          [1, 5]          [3, 4]          [3, 5]          [1, 8]          [2, 8]          [3, 8]          [12]           
100010100000    0.00322         None            None            None            None            [6]             None            [8]             None            None            None            [12]           
100010100001    0.00643         None            None            None            None            [6]             [1, 6]          [8]             [1, 8]          None            None            [12]           
100010100010    0.00389         [2]             None            None            None            [6]             None            [8]             None            [2, 8]          None            [12]           
100010100011    0.00593         [2]             [1, 2]          None            None            [6]             [1, 6]          [2, 6]          [1, 8]          [2, 8]          None            [12]           
100010100100    0.00457         None            [3]             None            None            [6]             None            [8]             [3, 6]          None            [3, 8]          [12]           
100010100101    0.00507         None            [3]             [1, 3]          None            [6]             [1, 6]          [8]             [1, 8]          None            [3, 8]          [12]           
100010100110    0.00500         [2]             [3]             None            [2, 3]          [6]             None            [8]             [3, 6]          [2, 8]          [3, 8]          [12]           
100010100111    0.00600         [2]             [3]             [1, 3]          [2, 3]          [6]             [1, 6]          [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100010101000    0.00332         None            None            [4]             None            [6]             None            [8]             None            [4, 6]          None            [12]           
100010101001    0.00550         None            None            [4]             [1, 4]          [6]             [1, 6]          [8]             [1, 8]          [4, 6]          None            [12]           
100010101010    0.00309         [2]             None            [4]             None            [6]             None            [8]             None            [2, 8]          None            [12]           
100010101011    0.00653         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [1, 6]          [8]             [1, 8]          [2, 8]          None            [12]           
100010101100    0.00526         None            [3]             [4]             None            [6]             [3, 4]          [8]             [3, 6]          [4, 6]          [3, 8]          [12]           
100010101101    0.00698         None            [3]             [4]             [1, 4]          [6]             [3, 4]          [8]             [1, 8]          [4, 6]          [3, 8]          [12]           
100010101110    0.00703         [2]             [3]             [4]             [2, 3]          [6]             [3, 4]          [8]             [3, 6]          [2, 8]          [3, 8]          [12]           
100010101111    0.00824         [2]             [3]             [4]             [2, 3]          [2, 4]          [1, 6]          [2, 6]          [1, 8]          [2, 8]          [3, 8]          [12]           
100010110000    0.00271         None            None            None            [5]             [6]             None            [8]             None            None            [5, 6]          [12]           
100010110001    0.00478         None            None            None            [5]             [6]             [1, 6]          [8]             [1, 8]          None            [5, 6]          [12]           
100010110010    0.00483         [2]             None            None            [5]             [6]             [2, 5]          [8]             None            [2, 8]          [5, 6]          [12]           
100010110011    0.00675         [2]             [1, 2]          None            [5]             [6]             [2, 5]          [8]             [1, 8]          [2, 8]          [5, 6]          [12]           
100010110100    0.00345         None            [3]             None            [5]             [6]             None            [8]             [3, 6]          None            [3, 8]          [12]           
100010110101    0.00594         None            [3]             [1, 3]          [5]             [6]             [1, 6]          [8]             [1, 8]          None            [3, 8]          [12]           
100010110110    0.00663         [2]             [3]             None            [5]             [6]             [2, 5]          [8]             [3, 6]          [2, 8]          [3, 8]          [12]           
100010110111    0.00783         [2]             [3]             [1, 3]          [5]             [6]             [1, 6]          [3, 5]          [1, 8]          [2, 8]          [3, 8]          [12]           
100010111000    0.00358         None            None            [4]             [5]             [6]             None            [8]             [4, 5]          [4, 6]          [5, 6]          [12]           
100010111001    0.00608         None            None            [4]             [5]             [6]             [1, 6]          [8]             [4, 5]          [4, 6]          [5, 6]          [12]           
100010111010    0.00610         [2]             None            [4]             [5]             [6]             [2, 5]          [8]             [4, 5]          [2, 8]          [5, 6]          [12]           
100010111011    0.00802         [2]             [1, 2]          [4]             [5]             [6]             [1, 6]          [8]             [1, 8]          [2, 8]          [5, 6]          [12]           
100010111100    0.00590         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [4, 5]          [4, 6]          [3, 8]          [12]           
100010111101    0.00796         None            [3]             [4]             [5]             [6]             [3, 4]          [8]             [1, 8]          [4, 6]          [3, 8]          [12]           
100010111110    0.00878         [2]             [3]             [4]             [5]             [6]             [2, 5]          [8]             [3, 6]          [2, 8]          [3, 8]          [12]           
100010111111    0.01001         [2]             [3]             [4]             [5]             [6]             [1, 6]          [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100011000000    0.00386         None            None            None            None            None            [7]             [8]             None            None            None            [12]           
100011000001    0.00469         None            None            None            None            None            [7]             [1, 7]          [1, 8]          None            None            [12]           
100011000010    0.00532         [2]             None            None            None            None            [7]             [8]             [2, 7]          [2, 8]          None            [12]           
100011000011    0.00405         [2]             [1, 2]          None            None            None            [7]             [1, 7]          [1, 8]          [2, 8]          None            [12]           
100011000100    0.00433         None            [3]             None            None            None            [7]             [8]             None            [3, 7]          [3, 8]          [12]           
100011000101    0.00473         None            [3]             [1, 3]          None            None            [7]             [1, 7]          [1, 8]          [3, 7]          [3, 8]          [12]           
100011000110    0.00484         [2]             [3]             None            [2, 3]          None            [7]             [8]             [2, 7]          [2, 8]          [3, 8]          [12]           
100011000111    0.00494         [2]             [1, 2]          [1, 3]          [2, 3]          None            [7]             [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100011001000    0.00296         None            None            [4]             None            None            [7]             [8]             None            None            [4, 7]          [12]           
100011001001    0.00442         None            None            [4]             [1, 4]          None            [7]             [8]             [1, 8]          None            [4, 7]          [12]           
100011001010    0.00517         [2]             None            [4]             None            [2, 4]          [7]             [8]             [2, 7]          [2, 8]          [4, 7]          [12]           
100011001011    0.00645         [2]             [1, 2]          [4]             [1, 4]          [2, 4]          [7]             [8]             [1, 8]          [2, 8]          [4, 7]          [12]           
100011001100    0.00353         None            [3]             [4]             None            None            [7]             [8]             None            [3, 7]          [3, 8]          [12]           
100011001101    0.00551         None            [3]             [4]             [1, 4]          None            [7]             [8]             [1, 8]          [3, 7]          [3, 8]          [12]           
100011001110    0.00687         [2]             [3]             [4]             [2, 3]          [2, 4]          [7]             [8]             [2, 7]          [3, 7]          [3, 8]          [12]           
100011001111    0.00734         [2]             [3]             [1, 3]          [1, 4]          [2, 4]          [7]             [1, 7]          [1, 8]          [2, 8]          [3, 8]          [12]           
100011010000    0.00204         None            None            None            [5]             None            [7]             [8]             None            None            None            [12]           
100011010001    0.00449         None            None            None            [5]             [1, 5]          [7]             [8]             [1, 8]          None            None            [12]           
100011010010    0.00392         [2]             None            None            [5]             None            [7]             [8]             [2, 7]          [2, 8]          None            [12]           
100011010011    0.00614         [2]             [1, 2]          None            [5]             [1, 5]          [7]             [8]             [2, 7]          [2, 8]          None            [12]           
100011010100    0.00329         None            [3]             None            [5]             None            [7]             [8]             None            [3, 7]          [3, 8]          [12]           
100011010101    0.00632         None            [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [1, 8]          [3, 7]          [3, 8]          [12]           
100011010110    0.00502         [2]             [3]             None            [5]             None            [7]             [8]             [2, 7]          [2, 8]          [3, 8]          [12]           
100011010111    0.00708         [2]             [3]             [1, 3]          [5]             [1, 5]          [7]             [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100011011000    0.00328         None            None            [4]             [5]             None            [7]             [8]             [4, 5]          None            [4, 7]          [12]           
100011011001    0.00493         None            None            [4]             [5]             [1, 5]          [7]             [8]             [1, 8]          None            [4, 7]          [12]           
100011011010    0.00576         [2]             None            [4]             [5]             [2, 4]          [7]             [8]             [4, 5]          [2, 8]          [4, 7]          [12]           
100011011011    0.00741         [2]             [1, 2]          [4]             [5]             [1, 5]          [7]             [8]             [1, 8]          [2, 8]          [4, 7]          [12]           
100011011100    0.00483         None            [3]             [4]             [5]             None            [7]             [8]             [4, 5]          [3, 7]          [3, 8]          [12]           
100011011101    0.00697         None            [3]             [4]             [5]             [1, 5]          [7]             [8]             [1, 8]          [3, 7]          [3, 8]          [12]           
100011011110    0.00758         [2]             [3]             [4]             [5]             [2, 4]          [7]             [8]             [4, 5]          [2, 8]          [3, 8]          [12]           
100011011111    0.00953         [2]             [3]             [4]             [5]             [1, 5]          [7]             [8]             [1, 8]          [2, 8]          [3, 8]          [12]           
100011100000    0.00214         None            None            None            None            [6]             [7]             [8]             None            None            None            [12]           
100011100001    0.00389         None            None            None            None            [6]             [7]             [8]             [1, 8]          None            None            [12]           
100011100010    0.00408         [2]             None            None            None            [6]             [7]             [8]             [2, 7]          [2, 8]          None            [12]           
100011100011    0.00503         [2]             [1, 2]          None            None            [6]             [7]             [8]             [1, 8]          [2, 8]          None            [12]           
100011100100    0.00424         None            [3]             None            None            [6]             [7]             [8]             [3, 6]          [3, 7]          [3, 8]          [12]           
100011100101    0.00569         None            [3]             [1, 3]          None            [6]             [7]             [8]             [1, 8]          [3, 7]          [3, 8]          [12]           
